,company,task,info
21,잡플래닛 매칭서비스,국내 대기업 자회사 바이오기업  IT 어플리케이션 운영,"국내 대기업 자회사 바이오기업

 ERP(SAP S/4 HANA) 시스템 운영 및 ITO 관리

 사내 IT Application 관리자

 현업 요구사항 분석 및 검토

 전공 : IT 관련 전공

 학력 : 학사 이상

 비즈니스 영어회화 가능 자

 선임~책임급

 SAP FCM SCM
운영 경력
최소 5년 ~ 10년

 SAP Certification 보유자(FCM/ SCM)

 SAP FI 모듈 운영 경험자

 ERP(SAP) 구축 프로젝트 경험자

"
22,잡플래닛 매칭서비스,"에너지 IT 플랫폼  CTO (update, 3/2)","에너지(태양광) IT 솔루션 기업

담당 업무
 태양광 비즈니스 플랫폼 서비스 설계 및 개발
 IT개발 부문 총괄 (CTO)
 개발조직 빌딩 및 리드
 기술비전 및 로드맵 제시

 경력 10년 이상
 B2C 플랫폼 비즈니스의 서비스/프로덕트 개발 / 운영 경험
 개발조직 리드 경력 (필수)
 목표에 대한 강한 책임감과 배움에 대한 의지를 갖추신 분

[Tech Stacks]
 Go, Node.js, Java, PHP(laravel), TypeScript
 MySQL, NoSQL, InfluxDB(legacy)
 gRPC, GraphQL
 JetBrains IDEs
 Slack / Notion / G Suite
 Google Analytics

 팀 빌딩 경험
 기술과 사업에 대한 이해도가 높으신 분
 대용량 트래픽 처리 경험


 사내 교육 진행
 업무 관련 세미나 및 도서 지원
 자격증 취득 지원 (연간 200만원)
 에너지 및 각 분야 최고 전문가로 구성된 동료
 탄력적인 출퇴근 제도
 별도 승인 없는 자유로운 휴가 사용
 징검다리 휴가 제도
 종합건강검진 지원
 서알식(서로 알아가는 식사) 이벤트 월 2회 지원
 경조사비 및 경조 휴가 지원
 생일 / 졸업 / 이사 휴가 지원
 출산선물 제공
 닉네임 호칭 사용
 무제한 사내 편의점 운영
 스트레스 해소를 위한 게임공간
 최고급 장비(Mac, PC 등) 제공
 불필요한 야근 및 회식은 No !
 야근시 식대 및 편안한 귀가를 위한 택시비 지원"
23,(주)카카오페이, IT 내부감사 담당자 영입,"2014년 9월, 국내 최초 간편 '결제' 서비스를 시작으로
'송금' '청구서' '멤버십' '인증' '페이카드' 까지 
카카오페이는 생활 곳곳의 다양한 금융 서비스를 통해 '지갑 없는 세상' 을 만들어가고 있습니다.

기술의 발전으로 사람들은 휴대폰으로 결제를 하고, 돈을 주고받거나 생활비를 납부합니다.
일상 속 많은 부분이 편리해졌지만 어렵고 번거로운 것들은 여전히 존재합니다.
카카오페이는 기존의 관습을 깨고 윤택한 삶을 위한 생활 금융 서비스를 제공하기 위해
복잡한 절차를 간결하게 바꾸고, 수고로움을 줄이고, 이로움을 키우고자 노력합니다.

짧은 시간 이룬 성과보다 더 엄청나고 놀라운 세상을 카카오페이와 함께 열어갈,
바로 당신을 기다립니다!

 서버접근통제, DB접근통제 등 접근통제 모델 구축 및 운영
 전산원장, 어플리케이션 프로그램의 변경통제 절차 운영
 접근통제 및 변경통제 관련 모니터링 및 사전/사후 감사 수행
 전자금융감독규정에 개발, 운영, 보안 관련 따른 통제절차 마련 및 운영
 IT관련 구매/유지보수 계약의 적정성 평가 및 감사 수행
 전자금융감독규정에 전자금융보조업자 계약관리/평가 및 보고
 IT 자체 감사 시스템 도입

 전자금융감독규정에 이해도가 높으신 분
 7년 이상 금융회사 또는 전자금융업계의 IT기획/개발 또는 정보보호 업무 경력이있으신 분
 금융회사 및 전자금융업계 IT/IS 감사 업무 경력이 있으신 분
 열린 사고방식을 바탕으로 원활한 커뮤니케이션과 효과적인 문제해결 능력을 갖추신 분

 감독기관 IT부문검사 또는 종합검사 수검 경험이 있으신 분
 시스템, 네트워크, DB, 어플리케이션, 클라우드 등 관련 기술적 지식과 설계, 구축, 운영 등 역량을 보유하신 분
 개발업무 수행 경험이 있거나, 개발언어(JAVA, Python 등), SQL에 대한 이해 및 코드리뷰 역량을 보유하신 분
 CISA, CIA, 정보시스템감리사 등의 관련 자격을 보유하신 분

"
24,유안타증권(주),IT,"

 국내/해외주식 거래 시스템 개발/운영
 금융상품 : 채권, 펀드 등 금융상품 관리 시스템 개발/운영
 회계 : 금융회사의 재무제표, 자금 등 회계관리시스템 개발/운영
 HR : 인사평가, 급여, 연말정산 등 인사관리시스템 개발/운영
 감사/컴플라이언스 : 내부통제관련 시스템 개발/운영
 OTC : 장외파생상품 거래정보, 손익 등 관리 시스템 개발/운영
 DBA : Oracle 등 DBMS 운영 관리
 면접 후 담당업무 배정

 국내외 4년제 대학교 이상 학위 취득자
 IT분야에 대한 기본적인 지식과 긍정적인 마인드를 가진 자
 원활한 커뮤니케이션 가능자
 근무형태 : 계약직 입사 (계약기간 종료 후 정규직 전환 심사)

 IT관련 전공자와 프로그램 능력 보유자 우대
 IT 및 금융관련 자격증 소지자, 영어 능통자 우대

"
25,(주)아이이에이,IT 잡매니저 채용,"

파견/도급/프로젝트/인력 관리
인력 수급 및 채용
면접 진행
거래처 관리

유관업무 경력자 우대



"
26,잡플래닛 매칭서비스,IT 대기업  Car Navigation Engine Developer,"IT 대기업

 Car Navigation Route Planning Algorithm Dev.
 Optimazation Dev. For Route Planning
 Adaptive route planning dev based on various and flexible road networks
 Data Converter Dev. For Route Planning Engine
 Big data Engineering for Route Planning Engine

 Route Planning or Relative Domain Development : 2 years and over
 C++/ GO / Java Based Development (1 and more experience)
 Various Algorithm Development for Route Planning



"
27,잡플래닛 매칭서비스,"IT중견기업  IT중견기업, 해외기술영업 경력자","IT기기 SW개발 제조기업

 AI솔루션, 플랫폼 해외영업
 해외 B2B 영업
 신규 고객사 발굴
 해외 전시회 참가

 IT기술영업(솔루션,플랫폼) 경험자
 비지니스 영어 가능자 및 제2외국어 가능자 우대
 해외영업 경력 2년이상
 대졸이상



"
28,코리아크레딧뷰로(주),IT 운영,"

 DBA

 대졸이상
 대용량 미션크리티컬 오라클 구축 및 운영 경험
 오라클 포함 DBMS 운영 자동화 및 트러블 슈팅 역량
 숙련된 Query 튜닝 및 Shell 스트립트 작성 역량
 개발팀과의 능동적이며 효육적인 커뮤니케이션 역량
 경력 3~10년

 Exadate, PDA(Netezza), OGG 솔루션 운영 경험
 오픈소스 DBMS 구축 및 운영 경험
 데이터모델링, 데이터베이스 설계 능력

"
29,잡플래닛 매칭서비스,"IT중견기업 IT기기 제조 및 서비스  IT중견기업, 백엔드개발 경력자","IT중견기업 IT기기 제조 및 서비스

 백엔드개발운영
 Java, Spring 기반의 Restfu API 개발
 웹서버 구축운영
 IOT 제품운영

 DB설계경험, AWS경험자
 Elasticsearch, NoSQL 경험자 우대
 Jira, Confluence, Slack 등 협업도구 경험자 우대
 대용량 시스템 경험자 우대
 전문대졸이상, 경력 3년이상



"
30,잡플래닛 매칭서비스,대기업계열 IT정보통신 기업  CDN 컨설팅,"대기업계열 IT정보통신 기업

CDN 컨설팅 및 영업

IT서비스/솔루션 B2B 영업 경력자
신규 시장에 대한 영업 및 제안 경험자
제안서 등 관련문서 작성 능력 보유자

Linux, Cloud, Network 자격증 보유자
프로그램 개발 가능자 (Java, PHP, Python 등)
오픈소스 설치 및 운영 경험자
영어 의사소통 가능자

"
31,잡플래닛 매칭서비스,IT대기업  Data Engineer for Navigation Service,"IT대기업

Responsibility
 Car Navigation Data Center Dev.
 Car Navigation Data Analysis
 Real Time Data Streaming Process Development
 Batch Data Processing using Spark, Hive, Airflow, HDFS

Requirements
 Data Processing Skill and Experience during 2 years and over
 Model Research, Development based on DataDriven
 Graph Based Function Development ex) spatial search. Route search

타겟 조건
 대용량 데이터를 활용한 모델 서빙 경험 2년 이상
 경력 연차: 4년이상 우대, 2년 이상으로 희망
 전공: 컴퓨터 공학 혹은 유사학과 우대



"
32,잡플래닛 매칭서비스,"IT중견기업,  IT중견기업, 프론트엔드 개발 경력자","IT기기 SW개발 제조기업

 프론트앤드개발
 웹개발 및 설계

 React 경력 1년이상
 HTML, CSS 등 웹 표준화 경험자
 Angular, React, Vue 경험자 우대
 클라우드 컴퓨팅 환경 경험자 우대'
 Jira, Confluence, Slack 협업도구 경험 우대
 전문대졸이상, 경력 3년이상



"
33,에셋플러스자산운용(주),IT직무,"

 PC등 전산장비 유지 보수
 홈페이지 관리
 인프라 기획 및 시스템 운영
 서버, DB, N/W, 보안시스템 운영
 정보자산(S/W, H/W)운영
 전산센터 관리

 신입 (연령, 학력 무관)
 웹 어플리케이션 개발 및 운영 경험자 (Javascript, html, css)
 DBMS (oracle, mysql 등) 운용 및 쿼리 작성/튜닝 경험자

 관계법령에 따른 보훈 취업지원대상자 우대
 직무 관련 자격증 보유자 우대
 특성화고 졸업자 우대(모집 직종 관련 학과 졸업자)

"
34,잡플래닛 매칭서비스,유명 IT 대기업  버티컬비즈Shopping,"유명 IT 대기업

신규 런칭 예정인 공유보상 핫딜 상품의 쇼핑 Affiliate 플랫폼 기획자

필수 역량 : 쇼핑 어필리에이트 기획 업무 3년 이상
우대 역량 : 쇼핑어필리에이트 보상(수익쉐어) 구조 설계, 쇼핑상품 공유 구조 설계, 온라인창작자 보상 업무(인플로언서) 진행경력 우대
키워드 : 쇼핑어필리에이트 기획. 쇼핑공유서비스기획, 쇼핑 핫딜



"
35,잡플래닛 매칭서비스,IT 대기업  Machine Learning Engineer for Navigation Service,"IT 대기업

 Car Navigation Data Modeling using Machine Learning
 Route Time Estimation, Personnel Route Clustering Traffic Prediction using Neural Network Modeling

Requirements
 Model Development based on Model Reference ex) GNN, DNN
 Data Quality Improvement using Statistical Method



 Domain: 유사한 방법론을 사용하는 분야는 주로 NLP 관련 분야. 자연어 처리 등의 경험이 있는 분
 Realtime Inference Service 출시 경험 우대
 경력 연차: 2년 이상으로 희망
 전공: 컴퓨터 공학 혹은 유사학과 우대



"
36,(주)컨슈머인사이트,IT (개발),"

 IT (개발)

 신입경력
 컴퓨터전산 관련 분야 전공자

 .NET, java, DB 경험자 우대

 연금보험 : 국민연금, 고용보험, 산재보험, 건강보험
 휴무휴가 : 주5일근무, 연차 휴가, 출산 휴가, 경조사 휴가, 장기 근속 휴가
 보상제도 : 인센티브제, 장기근속자 포상, 우수사원 표창/포상, 퇴직금
 건강관리 지원 : 건강검진, 체력 단련비 지원
 생활편의 지원 : 석식제공경조사 지원 : 각종 경조금
 자기 개발비 : 영어 교육비"
37,잡플래닛 매칭서비스,"에너지 IT 플랫폼  Backend Engineer (update, 3/5)","에너지(태양광) IT 솔루션 기업

 태양광 비즈니스 플랫폼 서비스 설계 및 개발
 백오피스 설계 및 개발
 개발 인프라 설계 및 운영

 개발 경력 5년 이상 또는 그에 상응하는 역량
 웹 서비스 설계 & 개발 역량
 TypeScript, JavaScript, C#, Golang, Java 중 1개 이상 언어 가능
 하나 이상의 web frameworks를 실무에서 사용한 경험
 Docker/Kubernetes 활용 경험
 Git 사용 경험
 긍정적이고, 효율적인 커뮤니케이션 역량

[Tech Stacks]
 Go, Node.js, Java, PHP(laravel), TypeScript
 MySQL, NoSQL, InfluxDB(legacy)
 gRPC, GraphQL
 JetBrains IDEs
 Slack / Notion / G Suite
 Google Analytics

 GCP 사용 경험
 Microservice 설계 경험
 다른 개발자와 협업 경험
 Graphql 사용 경험


 사내 교육 진행
 업무 관련 세미나 및 도서 지원
 자격증 취득 지원 (연간 200만원)
 에너지 및 각 분야 최고 전문가로 구성된 동료
 탄력적인 출퇴근 제도
 별도 승인 없는 자유로운 휴가 사용
 징검다리 휴가 제도
 종합건강검진 지원
 서알식(서로 알아가는 식사) 이벤트 월 2회 지원
 경조사비 및 경조 휴가 지원
 생일 / 졸업 / 이사 휴가 지원
 출산선물 제공
 닉네임 호칭 사용
 무제한 사내 편의점 운영
 스트레스 해소를 위한 게임공간
 최고급 장비(Mac, PC 등) 제공
 불필요한 야근 및 회식은 No !
 야근시 식대 및 편안한 귀가를 위한 택시비 지원"
38,코리아크레딧뷰로(주),IT 개발,"

 CB 업무 개발

 대졸이상
 경력2년 이상의 개발 및 운영 경험/역량
 Java, Web(JaveScript, HTML4), C/C++, SQL Language 개발 및 운영 경험
 경력 2~10년

 금융 IT 개발 및 운영 경험

"
39,잡플래닛 매칭서비스,대기업계열 IT정보통신 기업  IPCC PM,"대기업계열 IT정보통신 기업

컨택센터(콜센터) 개발 및 운영, PM, PL

컨택센터(콜센터) 개발 및 운영, PM, PL 有 경험자
제안서 작성 有 경험자

PMP 자격증 소지자
IT기술 자격증 보유자 (시스코, 제네시스, AWS 등)
금융권 및 대형 프로젝트 수행 경험자

"
40,잡플래닛 매칭서비스,대기업계열 IT정보통신 기업  네트워크 컨설팅,"대기업계열 IT정보통신 기업

네트워크 컨설팅

CCNP 이상급 License 보유 또는 기술 보유
Network 실무 경력 3년 이상
대규모 망 설계 경력 경험자
L3/L4 운용 및 구축 경험자

Cloud 기반(AWS, Azure, GCP)으로 Solution Architecture설계 및 구현 경력 2년 이상
스크립트 언어 사용 가능 및 프로그래밍 경력자
네트워크 트러블 슈팅 경험자

"
